O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
29-1024.00	7744	FT	3	0.00	53	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7744	FT	4	14.66	53	6.23	5.94	31.83	N	07/2012	Incumbent
29-1024.00	7744	FT	5	45.32	53	11.90	24.02	68.48	N	07/2012	Incumbent
29-1024.00	7744	FT	6	27.18	53	8.36	13.79	46.55	N	07/2012	Incumbent
29-1024.00	7744	FT	7	9.87	53	4.41	3.89	22.86	N	07/2012	Incumbent
29-1024.00	7744	IM	n/a	4.74	52	0.09	4.57	4.91	N	07/2012	Incumbent
29-1024.00	7744	RT	n/a	100.00	53	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7743	FT	1	0.00	52	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7743	FT	2	0.00	52	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7743	FT	3	5.47	52	3.54	1.44	18.61	N	07/2012	Incumbent
29-1024.00	7743	FT	4	8.93	52	4.47	3.15	22.84	N	07/2012	Incumbent
29-1024.00	7743	FT	5	48.82	52	11.57	27.35	70.74	N	07/2012	Incumbent
29-1024.00	7743	FT	6	23.63	52	7.95	11.33	42.84	N	07/2012	Incumbent
29-1024.00	7743	FT	7	13.14	52	6.55	4.56	32.38	N	07/2012	Incumbent
29-1024.00	7743	IM	n/a	4.71	51	0.09	4.54	4.88	N	07/2012	Incumbent
29-1024.00	7743	RT	n/a	100.00	52	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7748	FT	1	7.11	49	4.72	1.79	24.37	N	07/2012	Incumbent
29-1024.00	7748	FT	2	23.11	49	6.01	13.21	37.24	N	07/2012	Incumbent
29-1024.00	7748	FT	3	28.30	49	6.16	17.65	42.09	N	07/2012	Incumbent
29-1024.00	7748	FT	4	16.25	49	6.55	6.87	33.80	N	07/2012	Incumbent
29-1024.00	7748	FT	5	17.18	49	5.74	8.45	31.82	N	07/2012	Incumbent
29-1024.00	7748	FT	6	8.05	49	5.07	2.16	25.78	N	07/2012	Incumbent
29-1024.00	7748	FT	7	0.00	49	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7748	IM	n/a	4.60	48	0.09	4.42	4.79	N	07/2012	Incumbent
29-1024.00	7748	RT	n/a	91.88	53	6.04	69.04	98.29	N	07/2012	Incumbent
29-1024.00	7746	FT	1	3.11	51	3.15	0.39	20.71	N	07/2012	Incumbent
29-1024.00	7746	FT	2	5.70	51	4.05	1.31	21.53	N	07/2012	Incumbent
29-1024.00	7746	FT	3	0.83	51	0.85	0.11	6.23	N	07/2012	Incumbent
29-1024.00	7746	FT	4	18.82	51	6.40	9.08	34.97	N	07/2012	Incumbent
29-1024.00	7746	FT	5	61.17	51	10.26	39.82	78.95	N	07/2012	Incumbent
29-1024.00	7746	FT	6	10.37	51	5.51	3.40	27.57	N	07/2012	Incumbent
29-1024.00	7746	FT	7	0.00	51	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7746	IM	n/a	4.53	51	0.17	4.19	4.88	N	07/2012	Incumbent
29-1024.00	7746	RT	n/a	97.02	53	2.92	81.10	99.60	N	07/2012	Incumbent
29-1024.00	7747	FT	1	0.00	53	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7747	FT	2	6.68	53	4.94	1.44	25.97	N	07/2012	Incumbent
29-1024.00	7747	FT	3	28.34	53	6.25	17.58	42.31	N	07/2012	Incumbent
29-1024.00	7747	FT	4	30.54	53	8.98	15.83	50.68	N	07/2012	Incumbent
29-1024.00	7747	FT	5	27.36	53	5.71	17.48	40.13	N	07/2012	Incumbent
29-1024.00	7747	FT	6	7.07	53	3.89	2.27	19.95	N	07/2012	Incumbent
29-1024.00	7747	FT	7	0.00	53	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7747	IM	n/a	4.28	52	0.13	4.01	4.54	N	07/2012	Incumbent
29-1024.00	7747	RT	n/a	100.00	53	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7751	FT	1	9.40	49	5.25	2.92	26.38	N	07/2012	Incumbent
29-1024.00	7751	FT	2	28.50	49	6.17	17.82	42.29	N	07/2012	Incumbent
29-1024.00	7751	FT	3	41.53	49	7.15	28.22	56.21	N	07/2012	Incumbent
29-1024.00	7751	FT	4	16.95	49	6.71	7.25	34.74	N	07/2012	Incumbent
29-1024.00	7751	FT	5	0.20	49	0.21	0.03	1.57	N	07/2012	Incumbent
29-1024.00	7751	FT	6	3.42	49	3.31	0.47	21.02	N	07/2012	Incumbent
29-1024.00	7751	FT	7	0.00	49	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7751	IM	n/a	3.98	48	0.13	3.71	4.26	N	07/2012	Incumbent
29-1024.00	7751	RT	n/a	92.79	52	6.02	67.89	98.74	N	07/2012	Incumbent
29-1024.00	7749	FT	1	4.21	49	3.54	0.75	20.39	N	07/2012	Incumbent
29-1024.00	7749	FT	2	3.95	49	2.50	1.08	13.38	N	07/2012	Incumbent
29-1024.00	7749	FT	3	18.13	49	7.24	7.67	37.13	N	07/2012	Incumbent
29-1024.00	7749	FT	4	33.30	49	14.70	11.66	65.38	N	07/2012	Incumbent
29-1024.00	7749	FT	5	18.82	49	6.50	8.97	35.28	N	07/2012	Incumbent
29-1024.00	7749	FT	6	18.85	49	7.20	8.26	37.45	N	07/2012	Incumbent
29-1024.00	7749	FT	7	2.74	49	2.79	0.34	18.72	N	07/2012	Incumbent
29-1024.00	7749	IM	n/a	3.98	48	0.16	3.65	4.31	N	07/2012	Incumbent
29-1024.00	7749	RT	n/a	89.66	53	6.73	66.88	97.39	N	07/2012	Incumbent
29-1024.00	7750	FT	1	15.34	50	9.97	3.73	45.86	N	07/2012	Incumbent
29-1024.00	7750	FT	2	17.96	50	5.88	8.94	32.79	N	07/2012	Incumbent
29-1024.00	7750	FT	3	24.91	50	7.93	12.40	43.73	N	07/2012	Incumbent
29-1024.00	7750	FT	4	20.72	50	6.97	10.02	38.01	N	07/2012	Incumbent
29-1024.00	7750	FT	5	10.25	50	4.72	3.92	24.26	N	07/2012	Incumbent
29-1024.00	7750	FT	6	10.82	50	5.35	3.83	26.98	N	07/2012	Incumbent
29-1024.00	7750	FT	7	0.00	50	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7750	IM	n/a	3.83	49	0.16	3.51	4.14	N	07/2012	Incumbent
29-1024.00	7750	RT	n/a	96.04	53	3.20	81.75	99.24	N	07/2012	Incumbent
29-1024.00	7752	FT	1	5.15	47	4.02	1.03	22.13	N	07/2012	Incumbent
29-1024.00	7752	FT	2	9.81	47	4.39	3.85	22.78	N	07/2012	Incumbent
29-1024.00	7752	FT	3	55.18	47	11.86	31.93	76.37	N	07/2012	Incumbent
29-1024.00	7752	FT	4	19.19	47	7.40	8.33	38.28	N	07/2012	Incumbent
29-1024.00	7752	FT	5	7.53	47	4.72	2.04	24.15	N	07/2012	Incumbent
29-1024.00	7752	FT	6	3.14	47	2.93	0.46	18.38	N	07/2012	Incumbent
29-1024.00	7752	FT	7	0.00	47	0.00	n/a	n/a	N	07/2012	Incumbent
29-1024.00	7752	IM	n/a	3.02	46	0.19	2.64	3.40	N	07/2012	Incumbent
29-1024.00	7752	RT	n/a	88.43	52	6.67	67.35	96.59	N	07/2012	Incumbent
29-1031.00	314	FT	1	0.00	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	FT	2	3.45	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	FT	3	6.90	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	FT	4	6.90	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	FT	5	17.24	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	FT	6	44.83	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	FT	7	20.69	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	IM	n/a	4.62	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	314	RT	n/a	100.00	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	FT	1	0.00	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	FT	2	3.45	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	FT	3	3.45	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	FT	4	17.24	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	FT	5	20.69	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	FT	6	37.93	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	FT	7	17.24	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	IM	n/a	4.55	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23913	RT	n/a	96.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	FT	1	0.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	FT	2	13.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	FT	3	6.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	FT	4	6.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	FT	5	13.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	FT	6	33.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	FT	7	26.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	IM	n/a	4.50	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	317	RT	n/a	100.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	FT	1	0.00	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	FT	2	0.00	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	FT	3	13.79	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	FT	4	10.34	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	FT	5	24.14	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	FT	6	34.48	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	FT	7	17.24	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	IM	n/a	4.48	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	316	RT	n/a	96.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	FT	1	0.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	FT	2	3.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	FT	3	0.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	FT	4	23.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	FT	5	43.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	FT	6	16.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	FT	7	13.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	IM	n/a	4.47	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23914	RT	n/a	100.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	FT	1	0.00	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	FT	2	3.57	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	FT	3	10.71	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	FT	4	17.86	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	FT	5	32.14	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	FT	6	32.14	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	FT	7	3.57	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	IM	n/a	4.32	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	315	RT	n/a	96.55	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	FT	1	0.00	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	FT	2	0.00	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	FT	3	14.29	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	FT	4	25.00	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	FT	5	14.29	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	FT	6	32.14	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	FT	7	14.29	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	IM	n/a	4.28	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23915	RT	n/a	96.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	FT	1	7.14	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	FT	2	14.29	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	FT	3	28.57	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	FT	4	28.57	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	FT	5	21.43	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	FT	6	0.00	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	FT	7	0.00	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	IM	n/a	3.75	28	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	23916	RT	n/a	96.55	29	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	FT	1	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	FT	2	8.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	FT	3	16.67	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	FT	4	29.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	FT	5	37.50	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	FT	6	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	FT	7	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	IM	n/a	3.71	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	327	RT	n/a	80.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	FT	1	16.00	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	FT	2	52.00	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	FT	3	12.00	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	FT	4	16.00	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	FT	5	4.00	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	FT	6	0.00	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	FT	7	0.00	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	IM	n/a	3.44	25	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	322	RT	n/a	83.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	FT	1	29.63	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	FT	2	33.33	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	FT	3	14.81	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	FT	4	7.41	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	FT	5	7.41	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	FT	6	7.41	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	FT	7	0.00	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	IM	n/a	3.27	26	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	330	RT	n/a	90.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	FT	1	18.52	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	FT	2	40.74	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	FT	3	22.22	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	FT	4	7.41	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	FT	5	11.11	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	FT	6	0.00	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	FT	7	0.00	27	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	IM	n/a	3.27	26	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	331	RT	n/a	90.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	FT	1	47.83	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	FT	2	34.78	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	FT	3	8.70	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	FT	4	8.70	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	FT	5	0.00	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	FT	6	0.00	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	FT	7	0.00	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	IM	n/a	3.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	333	RT	n/a	76.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	FT	1	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	FT	2	21.05	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	FT	3	31.58	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	FT	4	10.53	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	FT	5	31.58	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	FT	7	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	IM	n/a	3.53	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	325	RT	n/a	63.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	FT	1	57.14	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	FT	2	42.86	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	FT	3	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	FT	4	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	FT	5	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	FT	6	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	FT	7	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	IM	n/a	3.50	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	332	RT	n/a	46.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	FT	1	6.67	15	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	FT	2	26.67	15	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	FT	3	13.33	15	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	FT	4	20.00	15	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	FT	5	33.33	15	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	FT	6	0.00	15	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	FT	7	0.00	15	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	IM	n/a	3.50	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	326	RT	n/a	53.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	FT	1	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	FT	2	33.33	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	FT	3	33.33	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	FT	4	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	FT	5	22.22	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	FT	6	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	FT	7	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	IM	n/a	3.44	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	318	RT	n/a	60.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	FT	1	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	FT	2	21.05	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	FT	3	42.11	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	FT	4	21.05	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	FT	5	10.53	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	FT	7	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	IM	n/a	3.37	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	321	RT	n/a	63.33	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	FT	1	11.11	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	FT	2	16.67	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	FT	3	22.22	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	FT	4	44.44	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	FT	5	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	FT	6	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	FT	7	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	IM	n/a	3.28	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	324	RT	n/a	60.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	FT	1	25.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	FT	2	55.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	FT	3	20.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	FT	4	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	FT	5	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	FT	6	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	FT	7	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	IM	n/a	3.21	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	320	RT	n/a	66.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	FT	1	22.22	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	FT	2	38.89	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	FT	3	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	FT	4	16.67	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	FT	5	11.11	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	FT	6	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	FT	7	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	IM	n/a	3.19	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	329	RT	n/a	60.00	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	FT	1	23.53	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	FT	2	35.29	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	FT	3	17.65	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	FT	4	11.76	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	FT	5	11.76	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	FT	6	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	FT	7	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	IM	n/a	3.12	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	328	RT	n/a	56.67	30	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	FT	1	31.25	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	FT	2	37.50	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	FT	3	25.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	FT	4	6.25	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	FT	5	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	FT	6	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	FT	7	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
29-1031.00	323	IM	n/a	3.06	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
